NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0173149	Investigación y desarrollo de productos farmacéuticos y biotecnológicos veterinarios	1/07/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3D	Biotecnología en salud	Ciencias médicas y de la salud	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0040037	BALISTA	1/03/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0185339	Investigación en psicología y pedagogía	1/01/2016	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	Reconocido	0	1
Convocatoria 781 de 2017	1/01/2017	COL0176249	Visión Colombia	1/08/2015	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	Reconocido	0	2
Convocatoria 781 de 2017	1/01/2017	COL0162094	Literatura y Educación	1/03/2008	Cali	Valle del Cauca	Colombia	Pacífico	76001	6B	Idiomas y literatura	Humanidades	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0187389	GICS - GRUPO DE INVESTIGACIÓN DE CALIBRATION SERVICE SAS	1/07/2015	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	Reconocido	0	2
Convocatoria 781 de 2017	1/01/2017	COL0023902	Ciencias Básicas Médicas	1/04/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0169255	Pluviselva, Sostenibilidad y Comunidades	1/07/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	Reconocido	0	3
Convocatoria 781 de 2017	1/01/2017	COL0176661	Grupo de investigación Invima	1/12/2015	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	Reconocido	0	2
Convocatoria 781 de 2017	1/01/2017	COL0186882	 Ecocreación: Vida, salud y paz	1/10/2015	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	Reconocido	0	2
Convocatoria 781 de 2017	1/01/2017	COL0178559	Grupo de investigacion en políticas de salud	1/01/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	Reconocido	0	3
Convocatoria 781 de 2017	1/01/2017	COL0159679	Grupo Uninorte de Investigación Musical	1/01/2014	Barranquilla	Atlántico	Colombia	Caribe	8001	6D	Arte	Humanidades	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0047421	LA MINGA	1/04/2005	Pasto	Nariño	Colombia	Pacífico	52001	5E	Derecho	Ciencias sociales	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0008719	Grupo de Investigacion en Contaminacion Ambiental por Metales y Plaguicidas (GICAMP)	1/01/1996	Cali	Valle del Cauca	Colombia	Pacífico	76001	1D	Ciencias químicas	Ciencias naturales	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0076826	Bioprospeccion Agropecuaria	1/01/2006	Sincelejo	Sucre	Colombia	Caribe	70001	1F	Ciencias biológicas	Ciencias naturales	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0007945	Grupo de Dinámica Cardiovascular	1/03/1989	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2F	Ingeniería médica	Ingeniería y tecnología	A	4	28
Convocatoria 781 de 2017	1/01/2017	COL0020366	Política Social y Desarrollo	1/01/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5D	Sociología	Ciencias sociales	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0018626	Cultura, conocimiento y sociedad	1/07/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5D	Sociología	Ciencias sociales	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0049794	Grupo de Investigación en Psicología Clínica y de la Salud	1/10/2006	Tunja	Boyacá	Colombia	Centro Oriente	15001	5A	Psicología	Ciencias sociales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0011643	Género, Literatura y Discurso	1/09/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	6B	Idiomas y literatura	Humanidades	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0111399	Biología Computacional y Ecología Microbiana	1/01/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A	4	7
Convocatoria 781 de 2017	1/01/2017	COL0004774	Estética, nuevas tecnologias y habitabilidad	1/07/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	A1	5	19
Convocatoria 781 de 2017	1/01/2017	COL0142903	Grupo de investigación en Estudios Químicos y Biológicos	1/07/2013	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	1D	Ciencias químicas	Ciencias naturales	Reconocido	0	4
Convocatoria 781 de 2017	1/01/2017	COL0036455	Modelacion Ambiental	1/01/2000	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	2A	Ingeniería civil	Ingeniería y tecnología	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0113089	Urología Fundación Santa Fe de Bogotá 	1/10/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0084149	Investigación Clínica HGM - CES	1/05/2007	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0151439	Factores psicosociales en Psicología Clínica y de la Salud	1/09/2013	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0013011	Administración y Organizaciones 	1/01/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0039789	Salud mental, neurodesarrollo y calidad de vida	1/06/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0040402	Diagnóstico y Control de la Contaminación	1/11/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2G	Ingeniería ambiental	Ingeniería y tecnología	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0050749	Información y Gestión 	1/07/2005	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5I	Otras ciencias sociales	Ciencias sociales	A	4	12
Convocatoria 781 de 2017	1/01/2017	COL0021649	Estudios Políticos	1/02/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5F	Ciencias políticas	Ciencias sociales	A	4	19
Convocatoria 781 de 2017	1/01/2017	COL0007391	Grupo Humanismo y Gestión	1/02/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0016532	Investigación en Historia, Pensamiento y Teoría Económica	1/01/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0030415	Ciencia, tecnología e ingeniería en procesamiento de alimentos	1/01/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0070134	Bosques y Cambio Climático	1/01/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0010996	Grupo de Investigación en Sistemas Eléctricos de Potencia - GISEL	1/03/1995	Barranquilla	Atlántico	Colombia	Caribe	8001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0077359	GRUPO BIOCALORIMETRIA	1/01/2004	Pamplona	Norte de Santander	Colombia	Centro Oriente	54518	1D	Ciencias químicas	Ciencias naturales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0053643	Investigación en Calidad de Energía Eléctrica y Estabilidad ICE3	1/03/2003	Pereira	Risaralda	Colombia	Eje Cafetero	66001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0010289	Grupo de Investigación en Robótica y Sistemas Inteligentes	1/01/1997	Barranquilla	Atlántico	Colombia	Caribe	8001	1B	Computación y ciencias de la información	Ciencias naturales	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0008058	Grupo de Energia Alternativa	1/01/1993	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2C	Ingeniería mecánica	Ingeniería y tecnología	C	2	24
Convocatoria 781 de 2017	1/01/2017	COL0012739	Cognición y Educación	1/12/2000	Santa Marta	Magdalena	Colombia	Caribe	47001	5A	Psicología	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0100618	Grupo Avanzado de Materiales y Sistemas Complejos - GAMASCO	1/01/2010	Montería	Córdoba	Colombia	Caribe	23001	1C	Ciencias físicas	Ciencias naturales	B	3	7
Convocatoria 781 de 2017	1/01/2017	COL0049696	MODELAMIENTO Y ANÁLISIS ENERGÍA AMBIENTE ECONOMÍA	1/06/2003	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0039591	Desarrollo Humano, Educación y Procesos Sociales	1/05/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	5A	Psicología	Ciencias sociales	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0120979	Electrical Machines & Drives, EM&D	1/01/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0013871	Moralia	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0012435	Inmunología y Epidemiología Molecular	1/01/2000	Bucaramanga	Santander	Colombia	Centro Oriente	68001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0032741	Grupo de investigación en Patología Estructural, Funcional y Clínica	1/01/2000	Bucaramanga	Santander	Colombia	Centro Oriente	68001	3B	Medicina clínica	Ciencias médicas y de la salud	Reconocido	0	17
Convocatoria 781 de 2017	1/01/2017	COL0107332	Grupo de Modelación Matemática en Epidemiologia (GMME)	1/06/2007	Armenia	Quindío	Colombia	Eje Cafetero	63001	1A	Matemática	Ciencias naturales	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0023099	DE LAS CASAS (Grupo Investigativo en Derechos Humanos	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0082869	Fisiología y Bioquímica de Especies Perennes	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A1	5	10
Convocatoria 781 de 2017	1/01/2017	COL0015301	Antropología Histórica	1/01/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	Reconocido	0	20
Convocatoria 781 de 2017	1/01/2017	COL0013808	Microeconomía Aplicada	1/09/1989	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A1	5	28
Convocatoria 781 de 2017	1/01/2017	COL0007604	Grupo Regional de Investigación en Economía y Cultura del Caribe colombiano	1/01/2000	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	5I	Otras ciencias sociales	Ciencias sociales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0002484	Grupo interinstitucional Ciencia, acciones y creencias UPN -UV	1/07/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0022084	Grupo de Tratamiento de Señales y Telecomunicaciones 	1/10/2003	Neiva	Huila	Colombia	Centro Sur	41001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0091949	Grupo de Investigación en Redes, Información y Distribución - GRID	1/04/2009	Armenia	Quindío	Colombia	Eje Cafetero	63001	1B	Computación y ciencias de la información	Ciencias naturales	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0035779	Derecho penal, derecho disciplinario y derechos humanos	1/06/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0009369	Procesos Químicos y Bioquímicos Sostenibles	1/11/1996	Barranquilla	Atlántico	Colombia	Caribe	8001	2D	Ingeniería química	Ingeniería y tecnología	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0023303	Grupo I+D en Tecnologías de la Información	1/04/2000	Popayán	Cauca	Colombia	Pacífico	19001	1B	Computación y ciencias de la información	Ciencias naturales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0035814	ARKADIUS	1/04/2004	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1B	Computación y ciencias de la información	Ciencias naturales	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0028874	Grupo de Investigación en Desarrollo y Tecnología de Nuevos Materiales	1/06/1994	Bucaramanga	Santander	Colombia	Centro Oriente	68001	2E	Ingeniería de los materiales	Ingeniería y tecnología	A	4	23
Convocatoria 781 de 2017	1/01/2017	COL0052289	Química de los Productos Naturales y los Alimentos	1/01/1992	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1D	Ciencias químicas	Ciencias naturales	A1	5	25
Convocatoria 781 de 2017	1/01/2017	COL0017253	Arquitecturas Digitales y Microelectrónica	1/12/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0001075	Biotecnologia Vegetal	1/11/1993	Medellín	Antioquia	Colombia	Eje Cafetero	5001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	B	3	24
Convocatoria 781 de 2017	1/01/2017	COL0033711	ZOON POLITIKON	1/01/1998	Ibagué	Tolima	Colombia	Centro Sur	73001	5E	Derecho	Ciencias sociales	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0035903	Grupo de Investigación en Derecho Privado	1/07/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0017988	Nuevas Tecnologías, Trabajo y Gestión	1/08/2002	Cali	Valle del Cauca	Colombia	Pacífico	76001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0006329	GRUPO DE INVESTIGACIÓN EN COMPUESTOS HETEROCÍCLICOS	1/01/1998	Barranquilla	Atlántico	Colombia	Caribe	8001	1D	Ciencias químicas	Ciencias naturales	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0029844	GRUPO DE INVESTIGACIÓN MERCADO Y LIBERTAD	1/06/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	C	2	19
Convocatoria 781 de 2017	1/01/2017	COL0009968	Grupo de Investigación en Materiales Procesos y Diseño	1/02/1995	Barranquilla	Atlántico	Colombia	Caribe	8001	2C	Ingeniería mecánica	Ingeniería y tecnología	A1	5	22
Convocatoria 781 de 2017	1/01/2017	COL0104789	INNOVAR	1/02/2004	Riohacha	La Guajira	Colombia	Caribe	44001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0002751	Conflictos armados, construcción de paz y estudios globales en seguridad	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5F	Ciencias políticas	Ciencias sociales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0071229	UMBRALES	1/01/2002	Santa Marta	Magdalena	Colombia	Caribe	47001	5B	Economía y negocios	Ciencias sociales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0032705	Fitotecnia	1/02/1994	Manizales	Caldas	Colombia	Eje Cafetero	17001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A	4	23
Convocatoria 781 de 2017	1/01/2017	COL0007059	Gravitación	1/08/1994	Cali	Valle del Cauca	Colombia	Pacífico	76001	1C	Ciencias físicas	Ciencias naturales	A1	5	23
Convocatoria 781 de 2017	1/01/2017	COL0074465	Cuidado De Enfermeria	1/01/2004	Barranquilla	Atlántico	Colombia	Caribe	8001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0075097	Quimica y Medio Ambiente	1/12/1998	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	1D	Ciencias químicas	Ciencias naturales	A	4	19
Convocatoria 781 de 2017	1/01/2017	COL0013568	Magnetismo y Materiales Avanzados	1/01/1999	Manizales	Caldas	Colombia	Eje Cafetero	17001	1C	Ciencias físicas	Ciencias naturales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0010038	Grupo de Investigación en Geología Básica y Aplicada	1/02/1995	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0088049	Grupo de Investigación en Microbiología y Biotecnología (MICROBIOTEC)	1/06/2006	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1A	Matemática	Ciencias naturales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0003445	Desarrollo Turístico y Regional	1/08/1998	Popayán	Cauca	Colombia	Pacífico	19001	5B	Economía y negocios	Ciencias sociales	Reconocido	0	19
Convocatoria 781 de 2017	1/01/2017	COL0038208	GIOPEN, Grupo de investigación en optimización energetica	1/01/2005	Barranquilla	Atlántico	Colombia	Caribe	8001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	12
Convocatoria 781 de 2017	1/01/2017	COL0048895	SISDIMUNAL	1/08/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0040743	Gestión de Recursos para el Desarrollo - GRD	1/08/2001	Santa Marta	Magdalena	Colombia	Caribe	47001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0004273	Electromagnetismo Aplicado	1/06/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1C	Ciencias físicas	Ciencias naturales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0136405	Enseñanza de la Biología y Diversidad Cultural	1/02/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0013791	Microbiología y Epidemiología	1/01/1993	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4C	Ciencias veterinarias	Ciencias agrícolas	A	4	24
Convocatoria 781 de 2017	1/01/2017	COL0025228	Grupo de Catalisis de la Universidad Pedagógica y Tecnológica de Colombia (GC-UPTC)	1/09/1997	Tunja	Boyacá	Colombia	Centro Oriente	15001	1D	Ciencias químicas	Ciencias naturales	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0020778	INGENIERIA GEOLOGICA UPTC	1/03/2002	Sogamoso	Boyacá	Colombia	Centro Oriente	15759	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0006769	Genética, Regeneración y Cáncer	1/06/1996	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0015393	Química de Recursos Energéticos y Medio Ambiente	1/05/1982	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1D	Ciencias químicas	Ciencias naturales	A1	5	35
Convocatoria 781 de 2017	1/01/2017	COL0139935	GRUPO DE INVESTIGACIÓN EN DISEÑO, ANÁLISIS Y DESARROLLO DE SISTEMAS DE INGENIERÍA -GIDAD 	1/03/2013	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2C	Ingeniería mecánica	Ingeniería y tecnología	C	2	4
Convocatoria 781 de 2017	1/01/2017	COL0043709	Grupo de Investigacion Derecho Verde	1/07/2005	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0057446	Espondiloartropatias Universidad de La Sabana	1/01/2001	Chía	Cundinamarca	Colombia	Centro Oriente	25175	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0002395	CIMPAT. Centro de Investigaciones en Microbiología y Parasitologia Tropical	1/01/1977	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A1	5	40
Convocatoria 781 de 2017	1/01/2017	COL0071104	Publicidad, Sociedad y Consumo	1/01/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5I	Otras ciencias sociales	Ciencias sociales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0043979	Grupo de Investigaciones en Derecho Procesal	1/03/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5E	Derecho	Ciencias sociales	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0038754	Grupo de Investigacion en Bioquímica y Biología Molecular de Parásitos	1/02/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0005708	Grupo de Investigaciones en Materiales y Estructuras_ GRIME	1/04/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0020114	ZENTECH - Mejoramiento y Tecnología	1/01/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0005216	GRUPO DE INVESTIGACIÓN EN ECONOMÍA, GESTIÓN Y SALUD (ECGESA)	1/01/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0008773	Grupo de Investigacion en Salud Publica	1/05/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0020722	Laboratorio de Investigación para el Desarrollo de la Ingeniería de Software LIDIS	1/01/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	1B	Computación y ciencias de la información	Ciencias naturales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0031519	Grupo de Investigación de Estudios en Diseño	1/04/2002	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6D	Arte	Humanidades	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0022558	Calidad y Productividad en las Organizaciones	1/05/2002	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0100476	Antropología Urbana	1/08/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5I	Otras ciencias sociales	Ciencias sociales	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0016049	Salud y Ambiente	1/01/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0005593	GIPAB (GRUPO DE INVESTIGACIÓN EN PROCESOS AMBIENTALES) 	1/01/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0046765	Estudios en filosofía, hermenéutica y narrativas	1/06/2002	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6E	Otras humanidades	Humanidades	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0148175	Ingeniería de Biosistemas	1/06/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A1	5	7
Convocatoria 781 de 2017	1/01/2017	COL0063111	Géneros y Nuevas Ciudadanías	1/03/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0008835	Grupo de Investigaciones Farmacéutico-Fisicoquímicas	1/08/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	A1	5	19
Convocatoria 781 de 2017	1/01/2017	COL0037219	GRUPO DE INVESTIGACIÓN EN SOFTWARE - GIS	1/02/2004	Tunja	Boyacá	Colombia	Centro Oriente	15001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0006859	Gerencia y Políticas de Salud	1/10/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0010889	Grupo de Investigación en Procesos Químicos y Bioquímicos	1/01/1990	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2D	Ingeniería química	Ingeniería y tecnología	A1	5	27
Convocatoria 781 de 2017	1/01/2017	COL0052403	Innovación y Empresarismo (GUIE)	1/06/2007	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1G	Otras ciencias naturales	Ciencias naturales	B	3	10
