NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0013076	Grupo de Entomología	1/01/1965	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	52
Convocatoria 781 de 2017	1/01/2017	COL0059959	Derecho Económico PUJB	1/01/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0125134	Kokhlias.	1/02/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0012909	LABORATORIO DE ESPECTROSCOPÍA ATÓMICA Y MOLECULAR	1/02/1980	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1C	Ciencias físicas	Ciencias naturales	Reconocido	0	37
Convocatoria 781 de 2017	1/01/2017	COL0085404	LOGICIEL	1/02/2003	Popayán	Cauca	Colombia	Pacífico	19001	2A	Ingeniería civil	Ingeniería y tecnología	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0100153	Alta dirección, humanidad-es y el educar-se	1/01/2010	Cali	Valle del Cauca	Colombia	Pacífico	76001	5C	Ciencias de la educación	Ciencias sociales	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0025498	ANTROPACIFICO	1/06/2002	Popayán	Cauca	Colombia	Pacífico	19001	5I	Otras ciencias sociales	Ciencias sociales	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0049229	Medicina y Cirugía de Pequeños Animales	1/01/2002	Ibagué	Tolima	Colombia	Centro Sur	73001	4C	Ciencias veterinarias	Ciencias agrícolas	C	2	15
Convocatoria 781 de 2017	1/01/2017	COL0012337	Infectología ginecoobstetrica y perinatal	1/01/1995	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	22
Convocatoria 781 de 2017	1/01/2017	COL0036778	Fundación Instituto de Inmunología de Colombia-FIDIC	1/03/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	16
Convocatoria 781 de 2017	1/01/2017	COL0045909	Grupo de investigación en Argumentación	1/02/2000	Pasto	Nariño	Colombia	Pacífico	52001	6B	Idiomas y literatura	Humanidades	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0028829	Grupo de Soldadura	1/10/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2C	Ingeniería mecánica	Ingeniería y tecnología	Reconocido	0	17
Convocatoria 781 de 2017	1/01/2017	COL0003309	Derecho Privado y del Proceso «Gustavo Vanegas Torres»	1/05/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0068243	Grupo de Investigación en Macromoléculas	1/09/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	A1	5	11
Convocatoria 781 de 2017	1/01/2017	COL0054569	Grupo de Investigación en Derechos Humanos	1/10/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A1	5	14
Convocatoria 781 de 2017	1/01/2017	COL0023116	Grupo Polifenoles	1/02/2001	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1D	Ciencias químicas	Ciencias naturales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0155008	Márgenes Convergentes	1/08/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0001389	GRUPO DE INNOVACION Y DESARROLLO TECNOLOGICO DE UNISANGIL - IDENTUS	1/09/2005	San Gil	Santander	Colombia	Centro Oriente	68679	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0013389	MATEMÁTICAS ESCOLARES U.D. - MESCUD	1/01/1995	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	22
Convocatoria 781 de 2017	1/01/2017	COL0018869	Cultura y Gestión Organizacional	1/09/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0036651	GAIA Grupo de Ambientes Inteligentes Adaptativos 	1/02/2002	Manizales	Caldas	Colombia	Eje Cafetero	17001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0023484	GISA	1/01/1999	Riohacha	La Guajira	Colombia	Caribe	44001	2G	Ingeniería ambiental	Ingeniería y tecnología	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0024319	CONTROL DE CALIDAD DE LOS PROCESOS EN SALUD	1/12/2000	Valledupar	Cesar	Colombia	Caribe	20001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0019276	Análisis, diseño y materiales - GIES	1/11/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0044733	DESARROLLO Y PRODUCTIVIDAD EN LA CIUDAD REGION DE GIRARDOT Y EL ALTO MAGDALENA	1/07/2003	Girardot	Cundinamarca	Colombia	Centro Oriente	25307	5B	Economía y negocios	Ciencias sociales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0014476	PROGRAMA DE OFIDISMO / ESCORPIONISMO UNIVERSIDAD DE ANTIOQUIA	1/03/1988	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	29
Convocatoria 781 de 2017	1/01/2017	COL0023312	Producción y Sanidad Animal - Cuyes	1/02/1989	Pasto	Nariño	Colombia	Pacífico	52001	4C	Ciencias veterinarias	Ciencias agrícolas	B	3	28
Convocatoria 781 de 2017	1/01/2017	COL0043959	Grupo de Investigación del CIDET 	1/01/2003	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0068216	Procesos de Manufactura y Diseño de máquinas	1/01/2004	Pereira	Risaralda	Colombia	Eje Cafetero	66001	2C	Ingeniería mecánica	Ingeniería y tecnología	A1	5	13
Convocatoria 781 de 2017	1/01/2017	COL0036642	AGROFORESTERÍA Y RECURSOS NATURALES	1/03/2003	Pasto	Nariño	Colombia	Pacífico	52001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0129198	CENTRO DE INVESTIGACIONES  EPIDEMIOLOGICAS DE COLOMBIA	1/07/2010	Tunja	Boyacá	Colombia	Centro Oriente	15001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	7
Convocatoria 781 de 2017	1/01/2017	COL0083731	Procesos y medios de comunicación	1/01/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	5H	Periodismo y comunicaciones	Ciencias sociales	A	4	12
Convocatoria 781 de 2017	1/01/2017	COL0040387	Fauna Marina Colombiana: Biodiversidad y Usos	1/01/2000	Santa Marta	Magdalena	Colombia	Caribe	47001	1F	Ciencias biológicas	Ciencias naturales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0012309	Infecciones y Salud en el Trópico	1/02/1993	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	24
Convocatoria 781 de 2017	1/01/2017	COL0015562	Redes de Distribución y Potencia - GREDyP	1/05/2000	Manizales	Caldas	Colombia	Eje Cafetero	17001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0124235	Grupo de Investigación en Materiales y Sistemas Energéticos TESLA	1/09/2011	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0013119	Laboratorio de Investigaciones en Abejas (LABUN)	1/08/1976	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	41
Convocatoria 781 de 2017	1/01/2017	COL0016917	VIAS Y TRANSPORTE (VITRA)	1/10/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2A	Ingeniería civil	Ingeniería y tecnología	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0069447	PROCESOS, AUTOMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES	1/12/2004	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0095919	GIND - Grupo de investigación en Nutrición y Dietetica	1/06/2009	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0004469	Estadística Aplicada en Investigación Experimental, Industria y Biotecnología	1/10/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0003946	Ética aplicada, trabajo y responsabilidad social	1/08/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0084176	Centro de Desarrollo Industrial Tecsol	1/01/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0053723	Grupo de Investigación Derecho Público	1/01/2006	Cúcuta	Norte de Santander	Colombia	Centro Oriente	54001	5E	Derecho	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0110928	Grupo de Modelado y Aplicación de Procesos Avanzados de Oxidación	1/02/2010	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	2D	Ingeniería química	Ingeniería y tecnología	A	4	7
Convocatoria 781 de 2017	1/01/2017	COL0068637	Grupo de Estudios Tectonicos GET	1/08/2006	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0099105	Pensamiento Artístico y Comunicación	1/02/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0019605	Ciencia y Tecnología de Alimentos -  CYTA	1/02/2000	Armenia	Quindío	Colombia	Eje Cafetero	63001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0003801	ACCION MOTRIZ	1/08/2001	Neiva	Huila	Colombia	Centro Sur	41001	5C	Ciencias de la educación	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0004596	Comunicación y Estudios Culturales	1/08/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5H	Periodismo y comunicaciones	Ciencias sociales	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0104466	Educación y Sociedad	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	10
Convocatoria 781 de 2017	1/01/2017	COL0026996	Grupo de Investigación en Telemática e Informática Aplicada	1/01/2003	Cali	Valle del Cauca	Colombia	Pacífico	76001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0009429	"Grupo de Investigación en Automatización y Control "" GIAC"""	1/11/2000	Cúcuta	Norte de Santander	Colombia	Centro Oriente	54001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	Reconocido	0	17
Convocatoria 781 de 2017	1/01/2017	COL0013441	ESTUDIOS ÉTNICO-RACIALES Y DEL TRABAJO EN SUS DIFERENTES COMPONENTES SOCIALES	1/06/1995	Cali	Valle del Cauca	Colombia	Pacífico	76001	5D	Sociología	Ciencias sociales	A	4	22
Convocatoria 781 de 2017	1/01/2017	COL0083849	Grupo de Investigación en Microbiología y Genética	1/01/2008	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1F	Ciencias biológicas	Ciencias naturales	B	3	9
Convocatoria 781 de 2017	1/01/2017	COL0012669	Investigaciones Jurídicas	1/08/2006	Rionegro	Antioquia	Colombia	Eje Cafetero	5615	5E	Derecho	Ciencias sociales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0004077	Economía y Desarrollo	1/01/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0007794	Grupo de Biomecánica de la Universidad del Valle	1/06/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	2F	Ingeniería médica	Ingeniería y tecnología	A1	5	18
Convocatoria 781 de 2017	1/01/2017	COL0041239	EDUCACION Y PEDAGOGIA	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0008469	Grupo de Fisicoquimica Organica	1/12/2000	Montería	Córdoba	Colombia	Caribe	23001	1D	Ciencias químicas	Ciencias naturales	C	2	17
Convocatoria 781 de 2017	1/01/2017	COL0044448	Grupo de Investigación en Telecomunicaciones Aplicadas - GITA	1/03/2002	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0006269	GRUPO DE INVESTIGACIONES EN DESARROLLO HUMANO	1/02/1974	Barranquilla	Atlántico	Colombia	Caribe	8001	5I	Otras ciencias sociales	Ciencias sociales	A1	5	43
Convocatoria 781 de 2017	1/01/2017	COL0110973	GRUPO DE TRASPLANTES - UNIVERSIDAD NACIONAL DE COLOMBIA	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	Reconocido	0	10
Convocatoria 781 de 2017	1/01/2017	COL0131113	Grupo de Investigación en Aprovechamiento de Residuos	1/05/2012	Manizales	Caldas	Colombia	Eje Cafetero	17001	2D	Ingeniería química	Ingeniería y tecnología	C	2	5
Convocatoria 781 de 2017	1/01/2017	COL0074089	"GRINSOFT ""Grupo de Investigación en Software"""	1/02/2002	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0082645	AYNI	1/02/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	4C	Ciencias veterinarias	Ciencias agrícolas	A	4	9
Convocatoria 781 de 2017	1/01/2017	COL0001941	Catálisis Ambiental	1/03/1992	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	A1	5	25
Convocatoria 781 de 2017	1/01/2017	COL0033533	Grupo de Conflicto y Sociedad  de la Universidad de Cartagena	1/06/2003	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	5E	Derecho	Ciencias sociales	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0103315	Grupo de investigación en Ingeniería de Fluidos Complejos y Reología de Alimentos - IFCRA 	1/01/2010	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	7
Convocatoria 781 de 2017	1/01/2017	COL0072498	Biomoleculas	1/06/2005	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0072809	Producom (Productividad y Competitividad)	1/11/2005	Barranquilla	Atlántico	Colombia	Caribe	8001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A1	5	12
Convocatoria 781 de 2017	1/01/2017	COL0008512	Grupo de Geociencias	1/05/1992	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	C	2	25
Convocatoria 781 de 2017	1/01/2017	COL0006429	Alta Tensión	1/01/2007	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0050294	Grupo de Estudios en Ciencias Económicas - CIE	1/08/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0057259	ÁREA DE BROCA: Medios, Lenguaje y Sociedad	1/01/2003	Barranquilla	Atlántico	Colombia	Caribe	8001	5H	Periodismo y comunicaciones	Ciencias sociales	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0032625	INVTEL	1/11/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0014153	Observatorio Epidemiológico de Nutrición y Enfermedades Crónicas	1/02/1996	Bucaramanga	Santander	Colombia	Centro Oriente	68001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0015203	Proyecto UNI-Barranquilla	1/08/1995	Barranquilla	Atlántico	Colombia	Caribe	8001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A1	5	22
Convocatoria 781 de 2017	1/01/2017	COL0049981	Grupo de Desarrollo y Equidad	1/02/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0000238	AMBIENTES DE APRENDIZAJE	1/09/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0032821	Centro de Estudios e Investigación en Salud -CEIS-	1/08/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0072237	Bioprocesos y Flujos Reactivos	1/08/2003	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0167653	Literacidad y Educación	1/01/2014	Cali	Valle del Cauca	Colombia	Pacífico	76001	5C	Ciencias de la educación	Ciencias sociales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0005439	GEOTECNIA	1/05/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0019703	Finance & Management	1/02/2007	Bucaramanga	Santander	Colombia	Centro Oriente	68001	5B	Economía y negocios	Ciencias sociales	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0172789	Rynova	1/01/2014	Copacabana	Antioquia	Colombia	Eje Cafetero	5212	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0028918	GRUPO DE DERECHO PÚBLICO 	1/01/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0014458	PROGRAMA DE INVESTIGACION SOBRE ADQUISICION Y ANALISIS DE SEÑALES PAAS-UN	1/01/1993	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	Reconocido	0	24
Convocatoria 781 de 2017	1/01/2017	COL0035439	Biotecnologia 	1/01/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0026216	Grupo de Investigacion en Ingenieria Aeroespacial	1/10/2006	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2C	Ingeniería mecánica	Ingeniería y tecnología	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0015508	Recubrimientos Duros y Aplicaciones Industriales - RDAI	1/05/1997	Cali	Valle del Cauca	Colombia	Pacífico	76001	2E	Ingeniería de los materiales	Ingeniería y tecnología	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0015642	Problemáticas de historias literarias latinoamericanas y colombianas: canon y corpus	1/02/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6B	Idiomas y literatura	Humanidades	Reconocido	0	19
Convocatoria 781 de 2017	1/01/2017	COL0017029	DIGITI - SISTEMAS DIGITALES INTELIGENTES	1/09/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0029174	Grupo de Investigación en Cromatografía y Tecnicas Afines	1/04/2002	Manizales	Caldas	Colombia	Eje Cafetero	17001	1D	Ciencias químicas	Ciencias naturales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0069803	Diversidad y conservación de peces dulceacuícolas neotropicales	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0010172	Grupo de Investigación en Proteinas - GRIP	1/06/1980	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1D	Ciencias químicas	Ciencias naturales	A	4	37
Convocatoria 781 de 2017	1/01/2017	COL0068252	GIBAE- (grupo de investigacion en biotecnologia, alimentos y educacion)	1/01/2008	Cartagena de Indias	Bolívar	Colombia	Caribe	13001	1D	Ciencias químicas	Ciencias naturales	Reconocido	0	9
Convocatoria 781 de 2017	1/01/2017	COL0075079	Derecho constitucional, Reforma de la administración de justicia y bloques de constitucionalidad	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0026029	Plasma, Láser y Aplicaciones	1/05/2002	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1C	Ciencias físicas	Ciencias naturales	C	2	15
